name,lat,lon,timezone
RPRK,3.237214,113.088165,Singapore Standard Time
KIDH,3.227092,113.06649,Singapore Standard Time
SEDN,4.494666,114.00648,Singapore Standard Time
PDNM,4.50099,114.035901,Singapore Standard Time
ULUM,2.329122,111.864734,Singapore Standard Time
SDUN,2.31281,111.8469,Singapore Standard Time
NYAB,3.217235,113.08083,Singapore Standard Time
SBYU,3.18168,113.077394,Singapore Standard Time
CURT,4.505417,114.010111,Singapore Standard Time
TKUS,2.35665,111.85494,Singapore Standard Time
WBIN,3.208698,113.050389,Singapore Standard Time
OCEN,4.323778,113.97275,Singapore Standard Time
SVLL,3.194206,113.091481,Singapore Standard Time
AMAM,4.4923,114.03284,Singapore Standard Time
TSUK,2.241577,111.85844,Singapore Standard Time
TECP,4.485042,114.032687,Singapore Standard Time
KMBA,4.477378,114.018053,Singapore Standard Time
RTHO,4.47995,114.047427,Singapore Standard Time
KERB,4.407998,114.0128,Singapore Standard Time
KDRR,3.17822,113.06587,Singapore Standard Time
SPBW,2.290365,111.847616,Singapore Standard Time
TUN1,4.308842,113.994998,Singapore Standard Time
SBJA,2.239076,111.976634,Singapore Standard Time
SDIT,2.245583,111.7984,Singapore Standard Time
PUJU,4.448575,114.050126,Singapore Standard Time
TUD1,4.427075,114.047978,Singapore Standard Time
RPRP,3.272065,113.109293,Singapore Standard Time
GRVI,5.86482,118.116301,Singapore Standard Time
KASD,5.851494,118.129055,Singapore Standard Time
HPPD,4.379874,113.997944,Singapore Standard Time
PADM,4.392871,114.0164,Singapore Standard Time
SECR,4.492546,114.016584,Singapore Standard Time
DMUR,4.468292,114.046285,Singapore Standard Time
SUMS,3.5223,113.33563,Singapore Standard Time
MEGH,5.874474,118.038081,Singapore Standard Time
SVII,3.20375,113.07967,Singapore Standard Time
SDTF,5.85057,118.052849,Singapore Standard Time
KIEW,2.254533,111.864003,Singapore Standard Time
KSEE,2.277809,111.86986,Singapore Standard Time
ANKT,3.184311,113.09683,Singapore Standard Time
SDMR,4.5011,114.02154,Singapore Standard Time
CRCA,4.454836,114.01623,Singapore Standard Time
PEST,3.21324,113.151,Singapore Standard Time
GRJA,5.877399,118.01314,Singapore Standard Time
AMSK,5.906967,118.062625,Singapore Standard Time
SBUJ,2.304618,111.948054,Singapore Standard Time
SGNY,3.163852,113.06617,Singapore Standard Time
LNNG,2.274103,111.84187,Singapore Standard Time
TUN3,4.319546,114.0041,Singapore Standard Time
LUAK,4.349843,113.972974,Singapore Standard Time
SGDL,4.341677,114.01367,Singapore Standard Time
MRNA,4.397269,113.98644,Singapore Standard Time
SPLO,5.870809,117.95255,Singapore Standard Time
STBA,2.236132,111.88994,Singapore Standard Time
BDAH,3.233403,113.074522,Singapore Standard Time
SEGT,5.888935,117.991185,Singapore Standard Time
KDRG,3.256936,113.091226,Singapore Standard Time
JPOT,4.341717,113.984758,Singapore Standard Time
SBGA,5.888167,118.034252,Singapore Standard Time
ABDL,4.30352,114.0179,Singapore Standard Time
LINS,5.843743,118.068699,Singapore Standard Time
JSON,3.193957,113.066517,Singapore Standard Time
PUKM,3.190317,113.109511,Singapore Standard Time
SAAP,5.893686,118.075723,Singapore Standard Time
FIRZ,4.435731,114.00965,Singapore Standard Time
SNTS,5.931947,118.01399,Singapore Standard Time
LSUT,4.331558,114.006227,Singapore Standard Time
CHNN,2.281821,111.984508,Singapore Standard Time
AGGK,5.859703,118.034995,Singapore Standard Time
KAES,5.905222,118.00523,Singapore Standard Time
KMYA,2.33596,111.95936,Singapore Standard Time
KUAL,4.586501,114.0712,Singapore Standard Time
BRIV,4.55723,114.071039,Singapore Standard Time
SMLJ,3.303356,113.115338,Singapore Standard Time
NGHP,4.523309,113.990259,Singapore Standard Time
GUMG,5.894957,117.919061,Singapore Standard Time
POSA,5.920368,118.009493,Singapore Standard Time
PKKL,4.574017,113.989819,Singapore Standard Time
BIEW,3.182712,113.085707,Singapore Standard Time
SUEN,4.275806,114.027,Singapore Standard Time
TKYM,3.551193,113.313281,Singapore Standard Time
KNYT,2.261317,111.744686,Singapore Standard Time
LOTS,2.269169,111.965,Singapore Standard Time
KMHO,3.157501,113.110415,Singapore Standard Time
FOOH,5.894961,117.948246,Singapore Standard Time
PRMY,4.443487,114.03877,Singapore Standard Time
KIND,3.268433,113.067959,Singapore Standard Time
BTJE,3.161008,113.031317,Singapore Standard Time
LBUK,5.869749,118.028642,Singapore Standard Time
RIOR,3.538039,113.325624,Singapore Standard Time
BAR2,4.553174,114.01624,Singapore Standard Time
SGRG,2.222451,111.991273,Singapore Standard Time
DLMM,4.367944,114.00925,Singapore Standard Time
POAD,3.565111,113.32797,Singapore Standard Time
UMUK,3.228036,113.1619,Singapore Standard Time
KEM1,3.158629,113.087587,Singapore Standard Time
SMLI,3.461878,113.385903,Singapore Standard Time
SMDE,3.165627,113.10052,Singapore Standard Time
SMJU,3.28053,113.11919,Singapore Standard Time
KNDU,3.284292,113.089638,Singapore Standard Time
JELT,4.297323,113.988687,Singapore Standard Time
KHHO,4.309572,113.96847,Singapore Standard Time
INN1,4.387333,113.974539,Singapore Standard Time
BKLM,2.284358,111.856119,Singapore Standard Time
PMJA,2.310442,111.88888,Singapore Standard Time
MEED,2.327653,111.874371,Singapore Standard Time
SIB3,2.259242,111.887064,Singapore Standard Time
UPLA,2.285667,111.840267,Singapore Standard Time
SJYY,2.24403,111.963838,Singapore Standard Time
JDGA,3.190914,113.080338,Singapore Standard Time
KBLM,4.317491,114.034471,Singapore Standard Time
SROJ,4.462694,114.02918,Singapore Standard Time
SRHR,5.857893,118.058167,Singapore Standard Time
TIRA,5.852121,118.085235,Singapore Standard Time
BUSK,5.860129,118.049504,Singapore Standard Time
TEKL,2.336471,111.83512,Singapore Standard Time
LNGB,2.246978,111.83914,Singapore Standard Time
BHSE,2.355763,111.865016,Singapore Standard Time
TYNG,5.86815,118.059213,Singapore Standard Time
ELOP,5.858416,118.11113,Singapore Standard Time
AIRT,5.891002,118.054445,Singapore Standard Time
TSHN,5.857713,118.065495,Singapore Standard Time
CAPL,5.83737,118.10025,Singapore Standard Time
MEPI,5.89329,118.043625,Singapore Standard Time
CHUN,5.878798,118.02888,Singapore Standard Time
KMUG,5.831889,118.07658,Singapore Standard Time
BTPT,5.906861,118.048349,Singapore Standard Time
NAMT,5.831819,118.089715,Singapore Standard Time
BKAA,5.810429,118.060077,Singapore Standard Time
KAMT,5.809824,118.07503,Singapore Standard Time
MAWR,5.846413,118.02824,Singapore Standard Time
BTSA,5.799652,118.03766,Singapore Standard Time
KPTN,5.887323,118.091968,Singapore Standard Time
KBHG,5.793486,118.032048,Singapore Standard Time
MIBS,5.821837,118.047129,Singapore Standard Time
HARV,5.854621,118.12311,Singapore Standard Time
SGUR,5.84312,118.00208,Singapore Standard Time
LRAN,5.857068,118.024757,Singapore Standard Time
HTPV,5.8847,118.049653,Singapore Standard Time
BAIH,5.853281,118.076155,Singapore Standard Time
RNTA,2.41607,111.8393,Singapore Standard Time
JRAY,2.302772,111.917481,Singapore Standard Time
SNSU,2.29354,111.91071,Singapore Standard Time
GURM,5.642932,115.95453,Singapore Standard Time
FLAM_B,6.0552,116.1807,Singapore Standard Time
BEAU_B,5.341897,115.731555,Singapore Standard Time
BETU,6.150848,116.214739,Singapore Standard Time
SINO,6.04003,116.16623,Singapore Standard Time
KLAP,6.163106,116.24252,Singapore Standard Time
WISM,1.607262,110.338901,Singapore Standard Time
BDPT,6.05612,116.172364,Singapore Standard Time
PUWA,6.017529,116.137824,Singapore Standard Time
KPBD,6.058545,116.156379,Singapore Standard Time
BTOO,1.41264,111.52696,Singapore Standard Time
HGGU,1.575955,110.26752,Singapore Standard Time
OEJY,1.518046,110.365873,Singapore Standard Time
BUSO,1.445916,110.18028,Singapore Standard Time
HSPT,1.543055,110.339166,Singapore Standard Time
SGTP,1.472702,110.34483,Singapore Standard Time
GERT,1.557488,110.343136,Singapore Standard Time
MAXI,6.171676,116.194534,Singapore Standard Time
MAKH,2.09612,111.50791,Singapore Standard Time
HOSK,6.90992,116.83412,Singapore Standard Time
RHBP,1.55383,110.36021,Singapore Standard Time
DALT,6.155086,116.163197,Singapore Standard Time
KYSH,1.538965,110.362101,Singapore Standard Time
TABJ,1.51509,110.38872,Singapore Standard Time
JJLO,6.881368,116.847446,Singapore Standard Time
BGAU,1.586921,110.31661,Singapore Standard Time
AMBN,1.553551,110.334794,Singapore Standard Time
KMSG,1.52272,110.29111,Singapore Standard Time
KAGA,1.53911,110.3791,Singapore Standard Time
INPR,6.061439,116.150728,Singapore Standard Time
INSK,6.08437,116.151303,Singapore Standard Time
SBND,6.188252,116.17286,Singapore Standard Time
KSEM,1.471694,110.30136,Singapore Standard Time
KKAP,6.149088,116.3076,Singapore Standard Time
NYLG,2.12062,111.53163,Singapore Standard Time
TOMH,6.117114,116.205752,Singapore Standard Time
GRWP,1.4331,110.3302,Singapore Standard Time
KIAN,5.98009,116.16229,Singapore Standard Time
BLVR,1.509805,110.33636,Singapore Standard Time
KOBU,5.973017,116.194424,Singapore Standard Time
IMPR,1.53315,110.36692,Singapore Standard Time
WSEV,6.003254,116.14143,Singapore Standard Time
TSPU,6.013104,116.16231,Singapore Standard Time
SPBY,6.083665,116.13221,Singapore Standard Time
TINL,1.41488,110.29857,Singapore Standard Time
PKBA,1.418916,110.152972,Singapore Standard Time
NGIN,6.49686,116.82654,Singapore Standard Time
BOHY,6.035398,116.129312,Singapore Standard Time
ROUN,6.194709,116.235168,Singapore Standard Time
POLM,1.632894,110.19661,Singapore Standard Time
FOHL,6.10446,116.23173,Singapore Standard Time
BKEL,6.891894,116.837438,Singapore Standard Time
KKIP,6.090296,116.18653,Singapore Standard Time
KSRD,6.04836,116.161742,Singapore Standard Time
BTKT,1.456388,110.29089,Singapore Standard Time
WLWF,1.439291,110.33848,Singapore Standard Time
TTON,1.499333,110.37383,Singapore Standard Time
HUAP,1.441072,110.355935,Singapore Standard Time
BTAR,1.557194,110.35372,Singapore Standard Time
TEPK,6.07625,116.19211,Singapore Standard Time
POTE,6.095472,116.161575,Singapore Standard Time
APAG,6.032243,116.14462,Singapore Standard Time
RASR,6.154191,116.14801,Singapore Standard Time
BANH,1.55292,110.34995,Singapore Standard Time
PSBA,1.425592,110.32575,Singapore Standard Time
TMLI,1.53425,110.34828,Singapore Standard Time
ATOK,1.74066,111.339,Singapore Standard Time
LIKH,6.013671,116.12012,Singapore Standard Time
TMTH,1.56384,110.405,Singapore Standard Time
TOPO,6.192339,116.274434,Singapore Standard Time
POHK,1.53721,110.32836,Singapore Standard Time
KITN,6.11666,116.16254,Singapore Standard Time
MYHG,1.52844,110.251775,Singapore Standard Time
NYLO,2.12862,111.52728,Singapore Standard Time
DURS,1.36406,110.389,Singapore Standard Time
KPHB,1.4678,110.31762,Singapore Standard Time
KPMT,1.578138,110.23644,Singapore Standard Time
ARUH,1.555887,110.338325,Singapore Standard Time
PSPB,1.697347,110.31063,Singapore Standard Time
PKBT,6.139815,116.2185,Singapore Standard Time
SGMY,1.497833,110.24878,Singapore Standard Time
SATR,6.042344,116.158565,Singapore Standard Time
CNDR,1.584706,110.328203,Singapore Standard Time
SMKB,6.02875,116.164164,Singapore Standard Time
SNWY,1.522416,110.35519,Singapore Standard Time
UMSA,6.040242,116.122502,Singapore Standard Time
NAMA,1.209563,111.47857,Singapore Standard Time
WALW,1.52813,110.3595,Singapore Standard Time
MIRE,6.21357,116.19937,Singapore Standard Time
GAAY,6.086922,116.10561,Singapore Standard Time
KKIS,6.08268,116.16377,Singapore Standard Time
KMAW,6.09655,116.14572,Singapore Standard Time
DSUM,1.512527,110.368194,Singapore Standard Time
RUDU,6.49548,116.77292,Singapore Standard Time
SMMM,1.23266,111.4624,Singapore Standard Time
KFSU,6.045301,116.147609,Singapore Standard Time
RATU,6.012667,116.148387,Singapore Standard Time
SBKS,1.537038,110.340301,Singapore Standard Time
WAHM,2.106438,111.52975,Singapore Standard Time
KGNU,6.063125,116.125569,Singapore Standard Time
KSUD,1.492999,110.311111,Singapore Standard Time
SPNG,6.074899,116.1528,Singapore Standard Time
KIBA,5.98335,116.14909,Singapore Standard Time
KPDW,6.239396,116.237569,Singapore Standard Time
SENR,1.620973,110.446716,Singapore Standard Time
KDT2,6.91602,116.84464,Singapore Standard Time
BACR,6.018953,116.151617,Singapore Standard Time
KPOR,6.893013,116.847557,Singapore Standard Time
SKKM,6.49621,116.760133,Singapore Standard Time
KISO,5.97885,116.17322,Singapore Standard Time
EMKW,1.505647,110.300794,Singapore Standard Time
MTAB,1.527377,110.3992,Singapore Standard Time
KKSM,6.12383,116.257312,Singapore Standard Time
BKBN,1.45184,110.38373,Singapore Standard Time
MTNG,1.602916,110.221833,Singapore Standard Time
STCO,1.472779,110.332567,Singapore Standard Time
CANS,6.035664,116.11444,Singapore Standard Time
SJIJ,1.542973,110.27128,Singapore Standard Time
BTKW,1.496222,110.2915,Singapore Standard Time
STAK,1.453596,110.362942,Singapore Standard Time
MEHG,6.03297,116.15607,Singapore Standard Time
STPK,1.503031,110.295952,Singapore Standard Time
UMSE,6.04681,116.12601,Singapore Standard Time
BUNN,2.132186,111.506371,Singapore Standard Time
UMSS,6.0435,116.13059,Singapore Standard Time
ALBO,6.03167,116.13501,Singapore Standard Time
EKAN,6.517862,116.75084,Singapore Standard Time
JWAH,6.90846,116.84837,Singapore Standard Time
CLSA,1.454277,110.32847,Singapore Standard Time
KSTK,1.46034,110.34504,Singapore Standard Time
HAKA,1.490847,110.3321,Singapore Standard Time
GREV,1.468235,110.326969,Singapore Standard Time
SJIP,1.589722,110.41114,Singapore Standard Time
HILT,1.557333,110.35025,Singapore Standard Time
DKUN,1.50205,110.32919,Singapore Standard Time
RHBC,1.52305,110.34529,Singapore Standard Time
KLYA,6.18004,116.22343,Singapore Standard Time
DAGO,1.558065,110.3226,Singapore Standard Time
SGCN,1.611317,110.213008,Singapore Standard Time
MJCX,1.517935,110.311828,Singapore Standard Time
TLGA,1.665309,110.20666,Singapore Standard Time
BNTU,6.17684,116.23311,Singapore Standard Time
URAT,1.531396,110.37446,Singapore Standard Time
SALT,6.103,116.164417,Singapore Standard Time
BTKM,1.562152,110.259647,Singapore Standard Time
UMST,6.03115,116.12092,Singapore Standard Time
SART,1.678141,110.30978,Singapore Standard Time
SNDU,1.519168,110.236743,Singapore Standard Time
SRRA,6.058947,116.185337,Singapore Standard Time
KIUU,6.0947,116.276,Singapore Standard Time
GOLK,1.484371,110.32663,Singapore Standard Time
BTSP,1.419167,110.33144,Singapore Standard Time
TUAR,6.170965,116.22896,Singapore Standard Time
UMSW,6.053387,116.126764,Singapore Standard Time
PJKR,6.900375,116.846969,Singapore Standard Time
KKFD,6.026386,116.11539,Singapore Standard Time
KMPO,1.586078,110.273008,Singapore Standard Time
TPRL,6.1406,116.2611,Singapore Standard Time
RAZK,2.13138,111.52,Singapore Standard Time
GREH,1.490535,110.336577,Singapore Standard Time
HUAT,2.13153,111.485,Singapore Standard Time
BZAR,1.558794,110.345274,Singapore Standard Time
HRGR,1.49274,110.38038,Singapore Standard Time
MLIH,1.553401,110.248998,Singapore Standard Time
RTKW,1.507059,110.26644,Singapore Standard Time
KCIN,1.4255,110.33292,Singapore Standard Time
CRYL,1.50763,110.36056,Singapore Standard Time
BANA,1.545816,110.327112,Singapore Standard Time
BAZZ,1.50995,110.29215,Singapore Standard Time
REPK,2.083678,111.52374,Singapore Standard Time
OESH,1.50628,110.37496,Singapore Standard Time
SAHS,5.968663,116.09293,Singapore Standard Time
SLMA,6.05368,116.151031,Singapore Standard Time
PKTL,6.085217,116.197157,Singapore Standard Time
ITMS,6.070014,116.132372,Singapore Standard Time
BRCM,1.56144,110.38513,Singapore Standard Time
KUCM,1.494822,110.300336,Singapore Standard Time
MEGT,6.024056,116.157528,Singapore Standard Time
FISH,6.023561,116.121528,Singapore Standard Time
CHON,6.88924,116.85215,Singapore Standard Time
APTU,6.192548,116.209111,Singapore Standard Time
SUCI,1.4446,110.375,Singapore Standard Time
SRIB,1.481,110.2905,Singapore Standard Time
HODU,6.459044,116.77547,Singapore Standard Time
KKID,6.091694,116.169353,Singapore Standard Time
ICOL,1.520194,110.35112,Singapore Standard Time
UMSM,6.036958,116.124558,Singapore Standard Time
KKEP,5.92849,116.06369,Singapore Standard Time
VCRY,5.933032,116.084968,Singapore Standard Time
KMED,5.9903,116.1282,Singapore Standard Time
SIHI,5.99099,116.08388,Singapore Standard Time
MAAN,5.930618,116.661224,Singapore Standard Time
TMRN,5.950524,116.665,Singapore Standard Time
SLEE,4.463927,118.56767,Singapore Standard Time
